jenis_kelamin,umur,jml_pinjaman,jkw,jml_angsuran_per_bulan,type_pinjaman,jenis_pinjaman,bi_sektor_ekonomi,col,bi_golongan_debitur,bi_gol_penjamin,saldo_nominatif,tunggakan_pokok,tunggakan_bunga,status kredit
1,47.0,1000000.0,8.0,140000.0,100,301,6000.0,1,874,0,750000.0,0.0,0.0,LANCAR
0,0.0,665000.0,26.0,27077.0,100,301,6000.0,1,874,0,665000.0,281346.12,16500.0,MACET
0,26.0,3000000.0,10.0,390000.0,100,301,6000.0,1,874,0,1200000.0,300000.0,90000.0,MACET
0,37.0,2000000.0,20.0,115000.0,100,301,6000.0,1,874,0,900000.0,700000.0,105000.0,MACET
0,36.0,2500000.0,8.0,331250.0,100,301,6000.0,1,874,0,1250000.0,937500.0,56250.0,MACET
0,54.0,1000000.0,12.0,90833.37,100,301,6000.0,1,874,0,824166.67,407499.98,37500.0,MACET
1,41.0,2000000.0,20.0,115000.0,100,301,6000.0,1,874,0,1500000.0,200000.0,30000.0,LANCAR
1,41.0,1500000.0,5.0,345000.0,100,301,6000.0,1,874,0,1200000.0,600000.0,90000.0,MACET
0,29.0,1000000.0,5.0,230000.0,100,301,6000.0,1,874,0,1000000.0,400000.0,60000.0,MACET
1,37.0,2500000.0,12.0,227083.37,100,301,6000.0,1,874,0,416666.7,0.0,0.0,LANCAR
1,50.0,3000000.0,16.0,210000.0,100,301,6000.0,1,874,0,2062500.0,937500.0,112500.0,MACET
1,41.0,1500000.0,4.0,420000.0,100,301,6000.0,1,874,0,1125000.0,0.0,0.0,LANCAR
0,50.0,2500000.0,16.0,175000.0,100,301,6000.0,1,874,0,1875000.0,156250.0,18750.0,LANCAR
0,44.0,4000000.0,16.0,280000.0,100,301,6000.0,1,874,0,2750000.0,0.0,0.0,LANCAR
1,54.0,3500000.0,24.0,172083.41,100,301,6000.0,1,874,0,3062500.01,145833.33,26250.0,LANCAR
1,36.0,1500000.0,11.0,136250.0,100,301,6000.0,1,874,0,1375000.0,375000.0,33750.0,MACET
1,28.0,1500000.0,20.0,86250.0,100,301,6000.0,1,874,0,1350000.0,0.0,0.0,LANCAR
0,30.0,5000000.0,4.0,1287500.0,100,301,6000.0,1,874,0,3750000.0,1250000.0,25000.0,LANCAR
0,35.0,5000000.0,24.0,245833.41,100,301,6000.0,1,874,0,5000000.0,208333.33,37500.0,LANCAR
1,29.0,2000000.0,8.0,265000.0,100,301,6000.0,1,874,0,1800000.0,50000.0,15000.0,LANCAR
0,39.0,5000000.0,20.0,287500.0,100,301,6000.0,1,874,0,4750000.0,0.0,0.0,LANCAR
0,35.0,1500000.0,16.0,105000.0,100,301,6000.0,1,874,0,1500000.0,0.0,0.0,LANCAR
1,37.0,1500000.0,20.0,86250.0,100,301,6000.0,1,874,0,1500000.0,0.0,0.0,LANCAR
0,41.0,550000.0,20.0,28325.0,100,301,6000.0,1,874,875,566500.0,283250.0,0.0,MACET
0,30.0,225000.0,8.0,13594.0,100,301,6000.0,1,874,875,108752.0,108752.0,0.0,MACET
0,40.0,40000000.0,40.0,0.0,100,301,6000.0,1,874,875,10000000.0,0.0,0.0,LANCAR
0,43.0,3000000.0,6.0,500000.0,100,301,6000.0,1,874,875,3000000.0,1000000.0,0.0,MACET
1,32.0,690000.0,8.0,86250.0,100,301,6000.0,1,874,875,690000.0,690000.0,0.0,MACET
0,40.0,1944442.0,18.0,108024.65,100,301,6000.0,1,874,875,1644442.0,132098.2,0.0,MACET
1,36.0,1864998.0,18.0,103611.0,100,301,6000.0,1,874,875,1864998.0,414444.0,0.0,MACET
1,35.0,772500.0,20.0,38625.0,100,301,6000.0,1,874,875,772500.0,386250.0,0.0,MACET
0,53.0,1095000.0,63.0,17827.49,100,301,6000.0,1,874,875,1123094.05,178268.8,0.0,MACET
0,44.0,711250.0,16.0,49375.28,100,301,6000.0,1,874,875,640002.08,343751.2,0.0,MACET
0,37.0,8500000.0,16.0,687500.04,100,301,6000.0,1,874,875,7866250.0,4147500.0,1250000.0,MACET
1,49.0,315000.0,16.0,19687.5,100,301,6000.0,1,874,875,315000.0,196875.0,0.0,MACET
0,25.0,2170000.0,12.0,180833.37,100,301,6000.0,1,874,875,1240000.0,878333.3,0.0,MACET
1,32.0,1285714.29,7.0,200816.25,100,301,6000.0,1,874,875,1135714.29,1135714.29,269997.06,MACET
0,46.0,264284.0,7.0,37754.9,100,301,6000.0,1,874,875,264284.0,75509.7,0.0,MACET
0,61.0,1013932.0,20.0,53375.6,100,301,6000.0,1,874,875,1067512.0,533756.0,0.0,MACET
0,35.0,405000.0,12.0,34375.0,100,301,6000.0,1,874,875,412500.0,343750.0,0.0,MACET
1,48.0,425000.0,6.0,70833.35,100,301,6000.0,1,874,875,425000.0,141666.66,0.0,MACET
1,54.0,275000.0,5.0,55000.0,100,301,6000.0,1,874,875,275000.0,110000.0,0.0,MACET
0,51.0,415002.0,12.0,37083.5,100,301,6000.0,1,874,875,445002.0,370835.0,0.0,MACET
1,31.0,788120.0,12.0,65676.74,100,301,6000.0,1,874,875,788120.0,656766.6,0.0,MACET
1,27.0,584250.0,20.0,29212.5,100,301,6000.0,1,874,875,334250.0,42125.0,0.0,MACET
1,41.0,1230000.02,24.0,51250.02,100,301,6000.0,1,874,0,590000.02,0.0,0.0,LANCAR
1,61.0,860000.0,6.0,143333.35,100,301,6000.0,1,876,0,860000.0,860000.0,0.0,MACET
1,34.0,1575000.0,16.0,98437.5,100,301,6000.0,1,876,0,1175000.0,584375.0,0.0,MACET
0,45.0,1233333.34,6.0,205555.84,100,301,6000.0,1,874,0,1233333.34,411111.0,0.0,MACET
1,31.0,1960000.0,6.0,326666.7,100,301,6000.0,1,876,0,1960000.0,1960000.0,0.0,MACET
0,32.0,646666.67,7.0,107777.83,100,301,6000.0,1,876,0,646666.67,184762.0,0.0,MACET
0,32.0,1830000.0,5.0,462000.0,100,301,6000.0,1,874,874,1830000.0,732000.0,109800.0,MACET
0,47.0,848571.44,7.0,121224.92,100,301,6000.0,1,874,0,848571.44,242448.84,0.0,MACET
0,31.0,10000000.0,12.0,1033333.37,100,301,6000.0,1,874,0,4166666.69,2499999.99,600000.0,MACET
1,-42.0,247500.0,4.0,70313.0,100,301,6000.0,1,874,0,247500.0,123750.0,16876.0,MACET
1,37.0,3083333.34,5.0,736666.94,100,301,6000.0,1,874,874,2416666.68,566666.54,120000.0,MACET
1,41.0,750000.0,3.0,272500.0,100,301,6000.0,1,874,0,345000.0,95000.0,0.0,MACET
1,42.0,468750.0,5.0,93000.0,100,301,6000.0,1,874,0,375000.0,375000.0,45000.0,MACET
1,42.0,1200000.0,6.0,236000.0,100,301,6000.0,1,874,0,1036000.0,236000.0,36000.0,MACET
0,41.0,315000.0,3.0,86666.68,100,301,6000.0,1,874,0,215000.0,215000.0,45000.0,MACET
1,30.0,893500.0,12.0,163916.7,100,301,6000.0,1,874,0,616000.0,541541.63,60000.0,MACET
1,37.0,93750.0,1.0,105000.0,100,301,6000.0,1,874,0,93750.0,93750.0,11250.0,MACET
1,43.0,1500000.02,18.0,98333.41,100,301,6000.0,1,874,0,1500000.02,916666.63,165000.0,MACET
0,25.0,5536666.69,30.0,251055.56,100,301,6000.0,1,874,0,5036166.69,1529611.16,532000.0,MACET
0,33.0,900000.0,40.0,25200.0,100,301,6000.0,1,874,0,885000.0,210000.0,27000.0,MACET
0,30.0,3000000.0,3.0,276666.68,100,301,6000.0,1,874,0,650000.0,650000.0,180000.0,MACET
1,50.0,1650000.0,14.0,143077.24,100,301,6000.0,1,874,0,1550000.0,1078571.4,150000.0,MACET
0,42.0,1000000.0,2.0,140000.0,100,301,6000.0,1,874,0,250000.0,250000.0,30000.0,MACET
1,38.0,3334000.0,3.0,1211333.34,100,301,6000.0,1,874,0,2834000.0,1722666.66,200000.0,MACET
1,1.0,2000000.0,24.0,98333.41,100,301,6000.0,1,874,0,1583333.35,1499999.94,270000.0,MACET
1,46.0,2000000.0,24.0,98333.41,100,301,6000.0,1,874,0,1078333.36,994999.95,180000.0,MACET
1,33.0,2000000.0,24.0,98333.41,100,301,6000.0,1,874,0,166666.74,0.0,0.0,LANCAR
1,34.0,2000000.0,24.0,140000.0,100,301,6000.0,1,874,0,993333.36,743333.29,135000.0,MACET
0,51.0,2000000.0,5.0,472000.0,100,301,6000.0,1,874,0,400000.0,0.0,0.0,LANCAR
1,38.0,2000000.0,24.0,98333.41,100,301,6000.0,1,874,0,1361666.68,861666.62,165000.0,MACET
1,48.0,2000000.0,20.0,115000.0,100,301,6000.0,1,874,0,1200000.0,900000.0,135000.0,MACET
1,41.0,2000000.0,20.0,115000.0,100,301,6000.0,1,874,0,900000.0,300000.0,30000.0,MACET
1,52.0,2000000.0,5.0,460000.0,100,301,6000.0,1,874,0,800000.0,0.0,0.0,LANCAR
1,42.0,1000000.0,16.0,90833.37,100,301,6000.0,1,874,0,437500.0,250000.0,30000.0,MACET
1,24.0,1500000.0,80.0,21000.0,100,301,6000.0,1,874,0,1050000.0,768750.0,92250.0,MACET
1,39.0,1000000.0,16.0,90833.37,100,301,6000.0,1,874,0,812500.0,625000.0,75000.0,MACET
1,41.0,1500000.0,5.0,345000.0,100,301,6000.0,1,874,0,900000.0,0.0,0.0,LANCAR
1,27.0,1500000.0,20.0,86250.0,100,301,6000.0,1,874,0,952500.0,427500.0,78750.0,MACET
0,41.0,1500000.0,16.0,105000.0,100,301,6000.0,1,874,0,656250.0,281250.0,33750.0,MACET
1,37.0,1500000.0,20.0,86250.0,100,301,6000.0,1,874,0,900000.0,300000.0,45000.0,MACET
1,47.0,2000000.0,20.0,115000.0,100,301,6000.0,1,874,0,1000000.0,200000.0,30000.0,LANCAR
1,27.0,4000000.0,5.0,920000.0,100,301,6000.0,1,874,0,3220000.0,820000.0,90000.0,MACET
0,34.0,1000000.0,16.0,70000.0,100,301,6000.0,1,874,0,500000.0,125000.0,15000.0,LANCAR
0,52.0,1000000.0,12.0,90833.37,100,301,6000.0,1,874,0,333333.36,166666.66,15000.0,LANCAR
1,35.0,3000000.0,20.0,172500.0,100,301,6000.0,1,874,0,1800000.0,300000.0,45000.0,LANCAR
0,51.0,1000000.0,12.0,90833.37,100,301,6000.0,1,874,0,666666.68,499999.98,46333.32,MACET
0,48.0,2000000.0,20.0,115000.0,100,301,6000.0,1,874,0,1425000.0,325000.0,60000.0,MACET
0,30.0,2000000.0,16.0,181666.74,100,301,6000.0,1,874,0,1235000.0,110000.0,3512.0,LANCAR
1,48.0,1500000.0,20.0,86250.0,100,301,6000.0,1,874,0,823500.0,0.0,0.0,LANCAR
1,48.0,1500000.0,16.0,105000.0,100,301,6000.0,1,874,0,937500.0,0.0,0.0,LANCAR
1,33.0,1500000.0,16.0,105000.0,100,301,6000.0,1,874,0,1312500.0,375000.0,45000.0,MACET
0,42.0,2000000.0,8.0,265000.0,100,301,6000.0,1,874,0,1000000.0,500000.0,30000.0,LANCAR
1,46.0,2000000.0,16.0,140000.0,100,301,6000.0,1,874,0,1650000.0,275000.0,45000.0,MACET
0,47.0,2000000.0,10.0,260000.0,100,301,6000.0,1,874,0,2000000.0,200000.0,60000.0,LANCAR
1,56.0,2000000.0,3.0,726666.68,100,301,6000.0,1,874,0,2000000.0,0.0,0.0,LANCAR
1,34.0,2000000.0,40.0,53000.0,100,301,6000.0,1,874,0,1500000.0,300000.0,18000.0,LANCAR
1,36.0,2000000.0,60.0,36333.53,100,301,6000.0,1,874,0,1689000.02,222333.3,21000.0,LANCAR
1,36.0,1000000.0,12.0,90833.37,100,301,6000.0,1,874,0,833333.34,0.0,0.0,LANCAR
1,29.0,1000000.0,12.0,90833.37,100,301,6000.0,1,874,0,833000.0,82999.99,7500.0,LANCAR
1,24.0,2000000.0,8.0,310000.0,100,301,6000.0,1,874,0,2000000.0,0.0,0.0,LANCAR
1,35.0,4000000.0,12.0,373333.37,100,301,6000.0,1,874,0,3666000.0,0.0,0.0,LANCAR
0,45.0,1500000.0,1.0,1650000.0,100,301,6000.0,1,874,0,1500000.0,0.0,0.0,LANCAR
1,44.0,1000000.0,16.0,70000.0,100,301,6000.0,1,874,0,1000000.0,187500.0,22500.0,MACET
1,51.0,1000000.0,12.0,90833.37,100,301,6000.0,1,874,0,833333.34,0.0,0.0,LANCAR
1,-48.0,500000.0,8.0,67500.0,100,301,6000.0,1,874,0,500000.0,62500.0,5000.0,LANCAR
1,27.0,1500000.0,20.0,86250.0,100,301,6000.0,1,874,0,1424250.0,0.0,0.0,LANCAR
1,45.0,700000.0,3.0,254333.34,100,301,6000.0,1,874,0,700000.0,0.0,0.0,LANCAR
0,28.0,1000000.0,3.0,363333.34,100,301,6000.0,1,874,0,1000000.0,0.0,0.0,LANCAR
1,34.0,1000000.0,12.0,90833.37,100,301,6000.0,1,874,0,1000000.0,0.0,0.0,LANCAR
1,35.0,2000000.0,24.0,98333.41,100,301,6000.0,1,874,0,2000000.0,0.0,0.0,LANCAR
0,34.0,20000000.0,12.0,2266666.74,100,301,6000.0,1,874,0,20000000.0,0.0,0.0,LANCAR
1,48.0,22000000.0,36.0,776111.15,100,301,6000.0,1,874,0,22000000.0,0.0,0.0,LANCAR
1,37.0,131670.0,12.0,10972.5,100,301,6000.0,1,874,875,131670.0,109725.0,0.0,MACET
1,25.0,1385000.0,20.0,79375.0,100,301,6000.0,1,874,875,1587500.0,793750.0,0.0,MACET
1,41.0,2000000.0,12.0,196666.74,100,301,6000.0,1,874,875,2010000.0,1616666.6,0.0,MACET
1,45.0,1042000.0,67.0,16659.84,100,301,6000.0,1,874,875,1066204.0,116597.6,0.0,MACET
1,43.0,1200000.0,12.0,115000.0,100,301,6000.0,1,874,875,1380000.0,1150000.0,0.0,MACET
1,30.0,780834.0,12.0,70694.5,100,301,6000.0,1,874,875,848334.0,706945.0,0.0,MACET
1,39.0,645000.0,16.0,40312.5,100,301,6000.0,1,874,875,425000.0,183125.0,0.0,MACET
1,40.0,451668.0,10.0,45166.8,100,301,6000.0,1,874,875,451668.0,180667.2,0.0,MACET
1,45.0,461671.0,12.0,38472.62,100,301,6000.0,1,874,875,216671.0,139725.8,0.0,MACET
1,27.0,590834.0,12.0,49236.24,100,301,6000.0,1,874,875,590834.0,98472.32,0.0,MACET
1,47.0,1250000.0,10.0,112750.0,100,301,6000.0,1,874,875,965500.0,965500.0,162000.0,MACET
1,41.0,1608750.0,20.0,80437.5,100,301,6000.0,1,874,875,1458750.0,654375.0,0.0,MACET
0,27.0,2062500.0,16.0,144375.25,100,301,6000.0,1,874,875,2310004.0,1443752.5,0.0,MACET
1,26.0,1176669.47,15.0,78445.07,100,301,6000.0,1,874,875,826669.47,434446.0,0.0,MACET
1,29.0,682500.0,20.0,34125.0,100,301,6000.0,1,874,875,603500.0,262250.0,0.0,MACET
0,30.0,4600000.0,20.0,230000.0,100,301,6000.0,1,874,0,4000000.0,1700000.0,0.0,MACET
1,30.0,545000.02,6.0,98333.37,100,301,6000.0,1,874,0,545000.02,181666.66,15000.0,MACET
1,37.0,1200000.0,4.0,345000.0,100,301,6000.0,1,874,0,1200000.0,600000.0,90000.0,MACET
1,54.0,1666666.72,16.0,122916.68,100,301,6000.0,1,874,0,1458166.72,833166.8,150000.0,MACET
1,30.0,1500000.0,16.0,105000.0,100,301,6000.0,1,874,0,375000.0,0.0,0.0,LANCAR
1,36.0,4000000.0,24.0,196666.82,100,301,6000.0,1,874,0,2833333.38,833333.3,150000.0,MACET
1,0.0,1500000.0,16.0,105000.0,100,301,6000.0,1,874,0,656250.0,0.0,0.0,LANCAR
0,50.0,1500000.0,16.0,105000.0,100,301,6000.0,1,874,0,562500.0,0.0,0.0,LANCAR
1,49.0,1500000.0,16.0,105000.0,100,301,6000.0,1,874,0,1218750.0,375000.0,45000.0,MACET
0,35.0,1000000.0,12.0,90833.37,100,301,6000.0,1,874,0,583333.35,0.0,0.0,LANCAR
1,42.0,2500000.0,16.0,175000.0,100,301,6000.0,1,874,0,1875000.0,156250.0,18750.0,LANCAR
0,42.0,1000000.0,12.0,90833.37,100,301,6000.0,1,874,0,750000.01,166666.66,15000.0,LANCAR
1,48.0,1000000.0,12.0,90833.37,100,301,6000.0,1,874,0,666000.0,82666.65,7500.0,LANCAR
0,29.0,1500000.0,16.0,105000.0,100,301,6000.0,1,874,0,1125000.0,0.0,0.0,LANCAR
0,37.0,1500000.0,12.0,136250.0,100,301,6000.0,1,874,0,1250000.0,125000.0,11250.0,LANCAR
0,30.0,2000000.0,16.0,140000.0,100,301,6000.0,1,874,0,2000000.0,125000.0,15000.0,LANCAR
1,36.0,1500000.0,16.0,105000.0,100,301,6000.0,1,874,0,1500000.0,0.0,0.0,LANCAR
1,38.0,3000000.0,16.0,210000.0,100,301,6000.0,1,874,0,3000000.0,0.0,0.0,LANCAR
0,61.0,154169.0,12.0,12847.49,100,301,6000.0,1,874,875,154169.0,128474.1,0.0,MACET
1,43.0,1178000.0,24.0,49083.41,100,301,6000.0,1,874,875,1178000.0,490833.3,0.0,MACET
0,43.0,865000.0,20.0,43250.0,100,301,6000.0,1,874,875,765000.0,332500.0,0.0,MACET
1,30.0,1031250.0,11.0,115500.0,100,301,6000.0,1,874,0,843750.0,750000.0,95000.0,MACET
1,38.0,1500000.0,16.0,105000.0,100,301,6000.0,1,874,0,1031250.0,0.0,0.0,LANCAR
1,43.0,3000000.0,6.0,590000.0,100,301,6000.0,1,874,0,3000000.0,0.0,0.0,LANCAR
0,38.0,3771000.0,12.0,366333.54,100,301,6000.0,1,874,875,3771000.0,3142500.0,0.0,MACET
0,35.0,1766001.0,8.0,233289.0,100,301,6000.0,1,874,875,1766001.0,1766001.0,0.0,MACET
1,39.0,4600000.0,12.0,383333.37,100,301,6000.0,1,874,875,4600000.0,766666.66,0.0,MACET
1,46.0,267669.0,15.0,19344.6,100,301,6000.0,1,874,875,290169.0,193446.0,0.0,MACET
1,50.0,666668.0,12.0,60555.74,100,301,6000.0,1,874,875,726668.0,605556.6,0.0,MACET
0,68.0,769167.0,12.0,70347.25,100,301,6000.0,1,874,875,744167.0,603472.5,0.0,MACET
1,42.0,899550.0,24.0,43106.25,100,301,6000.0,1,874,875,934550.0,331062.5,0.0,MACET
0,35.0,2187500.02,24.0,91145.93,100,301,6000.0,1,874,0,2062500.02,968749.96,0.0,MACET
1,29.0,5000000.0,32.0,189063.0,100,301,6000.0,1,874,0,3103756.0,2478756.0,525008.0,MACET
0,42.0,3500000.0,16.0,245000.0,100,301,6000.0,1,874,0,2406250.0,0.0,0.0,LANCAR
0,47.0,1395000.0,30.0,50063.0,100,301,6000.0,1,874,875,1235689.0,584689.0,46319.0,MACET
1,42.0,190000.0,38.0,5000.0,100,301,6000.0,1,874,875,190000.0,50000.0,0.0,MACET
1,42.0,488894.0,20.0,26727.7,100,301,6000.0,1,874,875,494554.0,227277.0,0.0,MACET
1,44.0,684800.0,20.0,38320.0,100,301,6000.0,1,874,875,566400.0,183200.0,0.0,MACET
1,43.0,16975000.0,679.0,25000.0,100,301,6000.0,1,874,875,16975000.0,275000.0,0.0,MACET
0,1043.0,686667.34,3.0,62222.68,100,301,6000.0,1,874,875,186667.34,186667.34,0.0,MACET
0,40.0,38500000.0,12.0,3208333.37,100,301,6000.0,1,874,875,7823334.0,1406667.3,0.0,LANCAR
0,37.0,5500000.0,12.0,518750.0,100,301,6000.0,1,874,875,5206250.0,4255208.3,0.0,MACET
1,45.0,1950000.0,20.0,121875.0,100,301,6000.0,1,874,800,1940000.0,840000.0,0.0,MACET
0,43.0,8028495.55,10.0,802849.6,100,301,6000.0,1,874,875,8028495.55,1605699.2,0.0,MACET
1,39.0,1660000.0,6.0,276666.7,100,301,6000.0,1,874,875,1660000.0,1660000.0,0.0,MACET
1,32.0,945000.0,20.0,47250.0,100,301,6000.0,1,874,875,945000.0,472500.0,0.0,MACET
0,43.0,80000000.0,48.0,2004166.98,100,301,6000.0,1,874,800,80000000.0,26666666.56,5400000.0,MACET
0,28.0,430000.0,6.0,71666.7,100,301,6000.0,1,876,0,430000.0,143333.32,0.0,MACET
0,34.0,1761666.67,9.0,173518.55,100,301,6000.0,1,874,0,1561666.67,1561666.67,0.0,MACET
0,36.0,780000.0,3.0,173333.34,100,301,6000.0,1,874,0,520000.0,520000.0,0.0,MACET
0,44.0,303750.0,7.0,43392.9,100,301,6000.0,1,874,0,30750.0,0.0,0.0,LANCAR
1,32.0,2065000.01,3.0,105000.01,100,301,8000.0,1,874,874,315000.01,315000.01,0.0,MACET
1,36.0,8000000.0,15.0,693333.38,100,301,6000.0,1,874,0,4528000.01,3994666.63,1280000.0,MACET
1,37.0,635000.0,5.0,127000.0,100,301,6000.0,1,874,0,535000.0,154000.0,0.0,MACET
0,41.0,2208333.34,6.0,368055.84,100,301,6000.0,1,874,0,2208333.34,1472222.0,0.0,MACET
0,36.0,5000000.0,1.0,650000.0,100,301,6000.0,1,874,874,500000.0,500000.0,150000.0,MACET
0,40.0,8000000.0,7.0,723809.84,100,301,6000.0,1,874,874,1333333.4,1333333.4,400000.0,MACET
0,35.0,1500000.0,10.0,37107.2,100,301,6000.0,1,874,0,276881.76,276881.76,94185.27,MACET
0,43.0,1295000.01,24.0,53958.42,100,301,6000.0,1,874,0,1295000.01,647499.96,0.0,MACET
1,35.0,750000.0,10.0,71003.0,100,301,6000.0,1,874,0,655000.0,467500.0,0.0,MACET
1,45.0,812500.0,16.0,52857.0,100,301,6000.0,1,874,0,772500.0,569375.0,0.0,MACET
1,56.0,3075000.0,9.0,274999.75,100,301,6000.0,1,874,874,2274999.0,2274999.0,199998.03,MACET
0,34.0,5000000.0,12.0,541666.74,100,301,6000.0,1,874,0,831666.7,0.0,0.0,LANCAR
1,36.0,666666.68,10.0,53566.7,100,301,6000.0,1,874,0,493666.68,493666.68,42000.0,MACET
1,25.0,2665000.0,8.0,573125.01,100,301,6000.0,1,874,0,1515000.0,182500.0,0.0,MACET
1,43.0,1200000.0,16.0,86406.0,100,301,6000.0,1,874,0,1200000.0,825000.0,125466.0,MACET
0,60.0,1241666.68,14.0,104761.5,100,301,6000.0,1,874,0,1152976.18,886905.0,165471.5,MACET
0,60.0,583333.35,7.0,77640.0,100,301,6000.0,1,874,0,533333.35,533333.35,52500.0,MACET
1,25.0,812500.0,13.0,70000.0,100,301,6000.0,1,874,0,812500.0,687500.0,82500.0,MACET
1,45.0,871333.52,48.0,20360.79,100,301,6000.0,1,874,0,835027.94,163375.11,20593.58,MACET
0,38.0,713500.0,30.0,27383.43,100,301,6000.0,1,874,0,426700.0,0.0,0.0,LANCAR
1,44.0,1322666.84,64.0,24416.67,100,301,6000.0,1,874,0,786166.84,641500.19,116250.0,MACET
1,48.0,800000.0,4.0,230000.0,100,301,6000.0,1,874,0,600000.0,200000.0,30000.0,MACET
0,31.0,1640000.0,16.0,118438.0,100,301,6000.0,1,874,0,1441876.0,929376.0,143442.0,MACET
0,32.0,1741750.0,20.0,87087.5,100,301,6000.0,1,874,0,526750.0,0.0,0.0,LANCAR
1,34.0,1137250.0,76.0,17214.25,100,301,6000.0,1,874,0,969500.0,550512.88,83250.0,MACET
0,30.0,1500000.0,4.0,420000.0,100,301,6000.0,1,874,0,1125000.0,375000.0,45000.0,MACET
0,46.0,15000000.0,48.0,406250.0,100,301,6000.0,1,874,0,5343500.0,343500.0,187500.0,MACET
0,47.0,5000000.0,10.0,650000.0,100,301,6000.0,1,874,0,2950000.0,950000.0,300000.0,MACET
0,45.0,472500.01,12.0,42919.01,100,301,6000.0,1,874,0,376044.01,376044.01,38984.0,MACET
1,27.0,1000000.0,8.0,90833.37,100,301,6000.0,1,874,0,666666.68,666666.68,60000.0,MACET
1,40.0,1500000.0,6.0,295000.0,100,301,6000.0,1,874,0,750000.0,500000.0,90000.0,MACET
1,26.0,3000000.0,10.0,390000.0,100,301,6000.0,1,874,0,1800000.0,0.0,0.0,LANCAR
1,37.0,1500000.0,5.0,345000.0,100,301,6000.0,1,874,0,900000.0,600000.0,90000.0,MACET
0,35.0,5000000.0,12.0,566666.74,100,301,6000.0,1,874,0,3750000.02,416666.66,150000.0,MACET
0,23.0,1500000.0,20.0,86250.0,100,301,6000.0,1,874,0,666750.0,516750.0,78750.0,MACET
1,27.0,1500000.0,5.0,345000.0,100,301,6000.0,1,874,0,1200000.0,900000.0,135000.0,MACET
1,45.0,5000000.0,20.0,287500.0,100,301,6000.0,1,874,0,2850000.0,2100000.0,337500.0,MACET
1,2.0,3000000.0,24.0,147500.0,100,301,6000.0,1,874,0,2000000.0,1000000.0,177500.0,MACET
1,37.0,1500000.0,20.0,86250.0,100,301,6000.0,1,874,0,995500.0,695500.0,112500.0,MACET
0,55.0,1000000.0,20.0,57500.0,100,301,6000.0,1,874,0,442500.0,242500.0,37500.0,MACET
0,51.0,5000000.0,24.0,245833.41,100,301,6000.0,1,874,0,4370833.34,2287499.96,412500.0,MACET
1,25.0,2000000.0,24.0,98333.41,100,301,6000.0,1,874,0,1661666.67,828333.29,150000.0,MACET
0,24.0,3000000.0,100.0,34500.0,100,301,6000.0,1,874,0,1320000.0,360000.0,54000.0,MACET
1,34.0,3000000.0,24.0,147500.0,100,301,6000.0,1,874,0,1947500.0,697500.0,135000.0,MACET
0,42.0,1000000.0,4.0,363333.34,100,301,6000.0,1,874,0,250000.0,0.0,0.0,LANCAR
1,25.0,1500000.0,20.0,86250.0,100,301,6000.0,1,874,0,519750.0,69750.0,11250.0,LANCAR
0,47.0,2000000.0,24.0,98333.41,100,301,6000.0,1,874,0,1246666.69,329999.98,60000.0,MACET
1,0.0,1500000.0,16.0,105000.0,100,301,6000.0,1,874,0,375000.0,93750.0,11250.0,LANCAR
0,25.0,3000000.0,20.0,172500.0,100,301,6000.0,1,874,0,1345000.0,0.0,0.0,LANCAR
0,53.0,5000000.0,16.0,359375.0,100,301,6000.0,1,874,0,1875000.0,312500.0,46875.0,LANCAR
1,28.0,1500000.0,20.0,86250.0,100,301,6000.0,1,874,0,1045500.0,370500.0,56250.0,MACET
0,52.0,1500000.0,6.0,295000.0,100,301,6000.0,1,874,0,1000000.0,0.0,0.0,LANCAR
0,28.0,1500000.0,100.0,17250.0,100,301,6000.0,1,874,0,969750.0,219750.0,33750.0,MACET
1,33.0,1500000.0,16.0,105000.0,100,301,6000.0,1,874,0,1125000.0,562500.0,67500.0,MACET
1,31.0,1000000.0,12.0,90833.37,100,301,6000.0,1,874,0,332000.0,165333.3,15000.0,LANCAR
0,37.0,1000000.0,12.0,90833.37,100,301,6000.0,1,874,0,250000.03,83333.33,7500.0,LANCAR
1,36.0,1000000.0,12.0,90833.37,100,301,6000.0,1,874,0,416666.69,166666.66,15000.0,LANCAR
1,28.0,3000000.0,6.0,590000.0,100,301,6000.0,1,874,0,2500000.0,500000.0,90000.0,LANCAR
1,44.0,1000000.0,12.0,90833.37,100,301,6000.0,1,874,0,816500.0,399833.31,37500.0,MACET
0,53.0,500000.0,5.0,115000.0,100,301,6000.0,1,874,0,400000.0,0.0,0.0,LANCAR
0,0.0,1000000.0,3.0,363333.34,100,301,6000.0,1,874,0,720000.0,53333.33,30000.0,MACET
0,27.0,2000000.0,6.0,393333.35,100,301,6000.0,1,874,0,1666666.67,0.0,0.0,LANCAR
1,36.0,1500000.0,5.0,345000.0,100,301,6000.0,1,874,0,1200000.0,300000.0,45000.0,MACET
1,32.0,1500000.0,16.0,105000.0,100,301,6000.0,1,874,0,843750.0,0.0,0.0,LANCAR
1,32.0,1500000.0,120.0,14750.0,100,301,6000.0,1,874,0,1321500.0,246500.0,45000.0,MACET
1,23.0,1500000.0,20.0,86250.0,100,301,6000.0,1,874,0,1045500.0,70500.0,11250.0,LANCAR
0,30.0,3000000.0,24.0,147500.0,100,301,6000.0,1,874,0,2495000.0,120000.0,22500.0,LANCAR
